"time","billboard","tree","lake","house","sign","type","tree_PC1","Edge","Hue","Sat","Lum","sdHue","sdSat","sdBright","Entropy","AvePref","Type","Slope"
24,0,-0.312075553491059,0,0,0,"flat2",-0.547770325785282,-0.127293466452321,-0.304502065817765,-0.750210930823087,0.682927319798563,-0.721870336022038,-0.835342064246778,-0.716952369639215,-0.932270733814952,0.794465046055933,"flatagr",NA
24.5,0,-0.312075553491059,0,0,0,"flat2",-0.471169919771889,0.459868218186107,-0.321786110297929,-0.64883525569875,0.594602981423531,-0.644457556893087,-0.734992791211046,-0.622518578944309,-0.529946739794543,0.828702422302074,"flatagr",NA
25,0,-0.312075553491059,0,0,0,"flat2",-0.350327600264961,-1.6358450209375,-0.350829997672503,-0.540516432639684,0.446995125711675,-0.504115913218261,-0.689121976169926,-0.459624767491946,-0.126110989836825,0.839485847867847,"flatagr",NA
25.5,0,-0.312075553491059,0,0,0,"flat2",-0.18687829879541,-1.03868031051941,-0.406610642163309,-0.343846978254188,0.188477739282976,-0.290743932341169,-0.577338399404372,-0.212051429362965,0.259625299261112,0.89016794633129,"flatagr",NA
26,0,-0.182600677824699,0,0,0,"flat2",0.11696192694195,-0.559487742217522,-0.472418828796722,-0.119805184330554,-0.151040456128129,-0.0104032909591985,-0.358658873656072,0.108282149738626,0.445646580834875,0.955677255820455,"flatagr",NA
26.5,0,-0.139442385935913,0,0,0,"flat2",0.433760423378001,0.256314684097379,-0.563897716028926,0.0358093861101826,-0.577358229258074,0.385720218550407,-0.265630493901561,0.40354110560935,0.582922843049226,1.04005755980036,"flatagr",NA
27,0,-0.133276915666086,0,0,0,"flat2",0.504336068790197,0.682951621700282,-0.610729737194368,0.209001054187774,-0.77008767298085,0.576654955815017,-0.0849373704616265,0.544087771661957,0.842337811022214,1.10664521074889,"flatagr",NA
27.5,0,-0.133276915666086,0,0,0,"flat2",0.533457604362369,0.788221559667199,-0.609108167242913,0.271787091834628,-0.852374175742694,0.623352348261365,-0.0028628122435746,0.601618571137649,0.940491044684595,1.1751199622437,"flatagr",NA
28,0,-0.133276915666086,0,0,0,"flat2",0.583964932714878,0.76773917354694,-0.624276351685383,0.235343059624046,-0.82396415945039,0.681790167879116,-0.0415718662502079,0.567963836570418,0.864038664181264,1.25437813930429,"flatagr",NA
28.5,0,-0.133276915666086,0,0,0,"flat2",0.574736890214952,0.939219615483999,-0.638857215008686,0.229627660486044,-0.794205444708919,0.741387495716853,-0.00882953870097614,0.525803334002459,0.932682661442182,1.32581833180729,"flatagr",NA
29,0,-0.133276915666086,0,0,0,"flat2",0.440837057588424,0.875390784318538,-0.573831605147333,0.127905291036477,-0.672457594701614,0.463094887992692,-0.134282328624732,0.397391849704326,1.11900217283553,1.30586899485973,"flatagr",NA
29.5,0,-0.133276915666086,0,0,0,"flat2",0.517711779162229,0.643257024146573,-0.613917643618129,0.167397247716477,-0.80243867576463,0.627801917257083,-0.0777223467919625,0.56688848650339,1.01299304632996,1.29400722683712,"flatagr",NA
30,1,-0.133276915666086,0,0,0,"flat2",0.40055628470583,0.580063356538047,-0.553505041023734,0.0632773255422223,-0.556049525819584,0.3741421596904,-0.230988992795936,0.348593495672658,0.659455197190095,1.25950026622361,"flatagr",NA
30.5,1,-0.133276915666086,0,0,0,"flat2",0.277738874950062,0.839348186683379,-0.521355520698492,0.162864691625169,-0.494373845276575,0.191232973770127,-0.1598007232583,0.334218251592809,1.0912351877671,1.25626523785565,"flatagr",NA
31,1,-0.133276915666086,0,0,0,"flat2",0.55048723109335,0.915561716433183,-0.647267431022848,0.125172803565603,-0.86453195446406,0.748642543804753,-0.143585201311531,0.599390738451906,1.32040576575279,1.20423521057307,"flatagr",NA
31.5,1,-0.133276915666086,0,0,0,"flat2",0.373014813084937,0.807433771100649,-0.57204741745838,-0.0210552465087587,-0.588309779354084,0.413850024566834,-0.218252859241523,0.438958195613645,0.955004922841655,1.14681347100633,"flatagr",NA
32,1,-0.133276915666086,0,0,0,"flat2",0.465372017298909,0.764881166181322,-0.59065960900631,0.0802843577824435,-0.68444056741082,0.496875642848806,-0.16487247545844,0.483668202572854,1.12653863395596,1.06216358166159,"flatagr",NA
32.5,1,-0.133276915666086,0,0,0,"flat2",0.466568042558534,0.787745225106263,-0.62501661288117,0.20942860323525,-0.752858873858394,0.617896891132395,-0.0303002816064193,0.516691930646247,1.01308825653964,0.983714161692987,"flatagr",NA
33,1,-0.133276915666086,0,0,0,"flat2",0.378237820394724,0.743446110939189,-0.561495363867435,0.0935557434356968,-0.603365816200004,0.401181909960729,-0.0952193345724665,0.435548647179362,0.741970058408802,0.922787808393452,"flatagr",NA
33.5,1,-0.133276915666086,0,0,0,"flat2",0.463451796347998,0.505120001475054,-0.613252993338614,0.144787415830877,-0.734402057627342,0.577806160246529,-0.0878750689835567,0.536382186836607,0.788445541127348,0.902568886081044,"flatagr",NA
34,1,-0.133276915666086,0,0,0,"flat2",0.472471352698703,0.603244921027926,-0.604901319186628,0.26076209043139,-0.71425414321397,0.562230575610413,-0.0515828890054236,0.494159677850178,0.770815401952367,0.869679438654041,"flatagr",NA
34.5,1,-0.133276915666086,0,0,0,"flat2",0.446872050607037,0.663580733697894,-0.59250717820557,0.180902118897722,-0.683516354531263,0.521006165415668,-0.0600256144875054,0.437175671998952,0.892509617083973,0.740008748494849,"flatagr",NA
35,1,-0.133276915666086,0,0,0,"flat2",0.423313667316256,0.737253761647018,-0.600520168569948,0.168919717154882,-0.680922810294094,0.538617657769867,-0.0793667004854933,0.438134947767041,0.973030323969663,0.617886455533471,"flatagr",NA
35.5,1,-0.133276915666086,0,0,0,"flat2",0.457767934188603,0.854432063637342,-0.62247694292692,0.222753120250823,-0.774906523093303,0.587891813841798,-0.0153349852801366,0.53434745372395,0.992180594054102,0.576639853816663,"flatagr",NA
36,1,-0.130194180531173,0,0,0,"flat2",0.50026482101018,0.899048683369353,-0.601473565623481,0.127376414631732,-0.725344394549216,0.531633406087658,-0.112698580997298,0.460830047869748,0.83860973624951,0.549681290400963,"flatagr",NA
36.5,1,-0.130194180531173,0,0,0,"flat2",0.451820359177726,0.22932229069295,-0.58168043397116,0.0692853736862134,-0.683160331581454,0.439026219474492,-0.201751508627632,0.484727407370016,0.886198980066685,0.507895516957007,"flatagr",NA
37,1,-0.130194180531173,0,0,0,"flat2",0.42152473403707,0.437004159261166,-0.574872413507213,0.067029910797454,-0.698631865706186,0.417160727253209,-0.208876321360526,0.448126402427606,0.821093680357404,0.490372451285407,"flatagr",NA
37.5,1,-0.130194180531173,0,0,0,"flat2",0.356851657322874,0.414616434897161,-0.567820637879837,-0.0253111783054174,-0.579305201338009,0.371497537826562,-0.264123789987137,0.363856300484707,0.947728776425683,0.475006069530003,"flatagr",NA
38,1,-0.133276915666086,0,0,0,"flat2",0.461542547538381,0.573077167120002,-0.597977010885495,0.0696535764643082,-0.770035995723382,0.49531050201702,-0.187263107655414,0.489066032944707,1.01655513503188,0.429985268715555,"flatagr",NA
38.5,1,-0.130194180531173,0,0,0,"flat2",0.391722896493662,0.319825857270842,-0.577457697608453,-0.0538706869530105,-0.596491528079118,0.389213412472039,-0.294394862395922,0.359882633103153,0.824431745900838,0.386851567449926,"flatagr",NA
39,1,-0.130194180531173,0,0,0,"flat2",0.283159012229943,0.0117962253410705,-0.543056959188625,-0.0562258320765811,-0.490785503003905,0.257978211900093,-0.304784431685722,0.299738123628159,0.705812526683163,0.345604964735652,"flatagr",NA
39.5,1,-0.130194180531173,0,0,0,"flat2",0.245467801297087,-0.266383158245714,-0.531812640759103,-0.163058804904531,-0.39318728442531,0.201479920427941,-0.370373452237328,0.270011946236654,0.63527256061797,0.314602616857469,"flatagr",NA
40,1,-0.130194180531173,0,0,0,"flat2",0.185150878604217,-0.581875466581527,-0.501737283615788,-0.148104885490839,-0.27514189549604,0.0911497367208996,-0.374969350423845,0.199096825323681,0.232729678619366,0.224561015228572,"flatagr",NA
40.5,1,-0.130194180531173,0,0,0,"flat2",0.258470445977905,0.589113713195836,-0.512455003846234,0.0373204006218481,-0.443349072746214,0.128434392109887,-0.163223840698649,0.339225752633172,0.895651634814479,0.166330518569847,"flatagr",NA
41,1,-0.133276915666086,0,0,0,"flat2",0.29623885452911,0.365236469555787,-0.557693727043888,-0.0702219246374409,-0.492074228977831,0.275263075193515,-0.227834116939696,0.359410719202032,0.590371175953963,0.0832981424116163,"flatagr",NA
41.5,1,-0.130194180531173,0,0,0,"flat2",0.239959504567302,0.288864110809984,-0.529010668744788,-0.157609245369513,-0.345485602125628,0.163596228132872,-0.30593048469389,0.217952086776739,0.44962851276772,0.0223717891120818,"flatagr",NA
42,1,-0.133276915666086,0,0,0,"flat2",0.117361925970997,-0.0144021755104238,-0.496114435086422,-0.334836216043122,-0.212531042856254,0.0413496033182562,-0.4337855313118,0.0737114258909366,0.805737581207435,0.00538789417016456,"flatagr",NA
42.5,1,-0.133276915666086,0,0,0,"flat2",0.192919924435204,-0.0471104312190289,-0.523362488653247,-0.244526609452991,-0.267607065464749,0.0948549553796064,-0.387628270512925,0.176141362629925,0.623139018513994,-0.0388241495522935,"flatagr",NA
43,1,-0.133276915666086,0,0,0,"flat2",-0.00436918251553335,-0.486767230963211,-0.454493807319242,-0.4174401299744,-0.0315887137373743,-0.183595880231037,-0.51217590418399,-0.0273595189636645,0.161336471861072,-0.123474038897038,"flatagr",NA
43.5,1,-0.133276915666086,0,0,0,"flat2",0.0894034940796939,-0.558058738534713,-0.514602462784981,-0.322432053646635,-0.201815397491313,-0.00848496672097221,-0.445684195742221,0.125213495778475,0.638657180721487,-0.20165387250333,"flatagr",NA
44,1,-0.133276915666086,0,0,0,"flat2",-0.0610431747370691,-0.909911150070622,-0.467329809046833,-0.420106446964218,0.0500462570633981,-0.201622929027116,-0.499649041490164,-0.114064445606907,0.515860598861255,-0.272554894276649,"flatagr",NA
44.5,1,-0.133276915666086,0,0,0,"flat2",-0.395787268514452,0.227893287010141,-0.36815984927504,-0.764639020355102,0.52089000857294,-0.55515912604904,-0.758082355685119,-0.589226817935713,-0.125560159102918,-0.341568816501147,"flatagr",NA
45,1,-0.271999996737186,0,0,0,"flat2",-0.633011113077793,-1.02439027369133,-0.324348434144651,-1.00082480360515,0.857774504828456,-0.713950414257646,-0.910533477850704,-0.94218537449227,-0.624418791181784,-0.479866247312451,"flatagr",NA
45.5,1,-0.857719672370717,0,0,0,"flat2",-0.99298709385255,-0.613948558733196,-0.301178343974556,-1.00564677938799,1.00019793606542,-0.792456790285583,-0.948723712908461,-1.10363297741974,-0.935721670474237,-0.568829506484518,"flatagr",NA
46,1,-0.857719672370717,0,0,0,"flat2",-0.988982058662412,-0.791303844397489,-0.299363124317875,-1.02568473649891,0.966064869264718,-0.802215594035644,-0.957844466722482,-1.04345483643576,-1.27508414460761,-0.663723649667887,"flatagr",NA
46.5,1,-0.857719672370717,0,0,0,"flat2",-0.983462800101072,-1.16220963837085,-0.298138776745435,-1.01639454719197,0.956657031040439,-0.811429045904334,-0.96326892478699,-1.02227841083663,-1.11758892178399,-0.752417323475111,"flatagr",NA
47,1,-0.857719672370717,0,0,0,"flat2",-0.97765824095085,-0.904512640904324,-0.295313620428912,-0.984312039267611,0.953715953998027,-0.818842476714552,-0.924100793918293,-1.01259731010104,-0.924821262207866,-0.848389810112777,"flatagr",NA
47.5,1,-0.857719672370717,0,0,0,"flat2",-0.986260837031146,-0.723823165740536,-0.296849271089895,-1.04206375847373,0.972835629602413,-0.81523312724354,-0.946001957539574,-1.05411355739889,-1.10040854065274,-0.928726328632732,"flatagr",NA
48,1,-0.857719672370717,0,0,0,"flat2",-0.988279808972005,-0.51757030085513,-0.307017129230342,-1.06202012969686,0.969636924321289,-0.786401828875698,-0.913689742160866,-1.04653643742841,-0.986786395496264,-0.966737902979047,"flatagr",NA
48.5,1,-0.857719672370717,0,0,0,"flat2",-0.989245412391269,-0.692543761287682,-0.300032704191673,-1.00705189675779,0.980192448158799,-0.812271952117507,-0.931244775028944,-1.06577253415062,-0.853882882555384,-1.04977027813981,"flatagr",NA
49,1,-0.857719672370717,0,0,0,"flat2",-0.988159111981177,-0.969929304748592,-0.304525687312786,-1.0032293633329,0.981317305679251,-0.791319317498751,-0.913328975550116,-1.06505565198553,-0.907998867057118,-1.11177497489364,"flatagr",NA
49.5,1,-0.857719672370717,0,0,0,"flat2",-0.987039889992329,-0.868946377830102,-0.30156390987734,-0.980312137269653,0.955681855634974,-0.798318700082813,-0.920645549196914,-1.00940097577871,-0.870354527995412,-1.21233041572601,"flatagr",NA
50,1,-0.857719672370717,0,0,0,"flat2",-0.997628549321903,-0.553771727486287,-0.291082791092996,-0.966247558870206,0.934460219495315,-0.84397697203804,-0.913041835565402,-0.975954896027951,-1.22492399738866,-1.29428444942741,"flatagr",NA
50.5,1,-0.857719672370717,0,0,0,"flat2",-0.976758478970808,0.702640167694668,-0.281793753743127,-0.90481899097235,0.943753570719189,-0.93231010754352,-0.863130503906589,-1.0209364760812,-0.754372793208085,-1.37192511130655,"flatagr",NA
51,1,-0.857719672370717,0,0,0,"flat2",-0.966224687220871,-0.0874401923296729,-0.297883050021678,-0.905899470843933,0.962682651241551,-0.859855874339809,-0.803741932889264,-1.03337519963682,-0.836986435019331,-1.44713950390466,"flatagr",NA
51.5,1,-0.857719672370717,0,0,0,"flat2",-0.964260571690763,0.0859455878511312,-0.285426576356964,-0.877631940967254,0.971613611907194,-0.899635778022035,-0.774014555895459,-1.05252729804473,-0.900103229828565,-1.50563958692569,"flatagr",NA
52,1,-0.857719672370717,0,0,0,"flat2",-0.974498100161118,-0.390547649654084,-0.280776388621348,-0.899586222018909,0.964007308720146,-0.911582544014583,-0.781181292223167,-1.05401813402652,-1.05389149897153,-1.56333091185727,"flatagr",NA
52.5,1,-0.857719672370717,0,0,0,"flat2",-0.971414773811047,-0.596959343535489,-0.28942393546314,-0.851833861759688,0.936867067186229,-0.891205632039454,-0.78607505234413,-1.00266094245757,-1.02748460937986,-1.61050839858284,"flatagr",NA
53,1,-0.857719672370717,0,0,0,"flat2",-0.968594790020949,-0.284960206122229,-0.281642057649051,-0.88737149242684,0.918912079142732,-0.914991011193962,-0.792164039883002,-0.966230347888413,-0.859234621994097,-1.67763522125852,"flatagr",NA
53.5,1,-0.857719672370717,0,0,0,"flat2",-0.958291432139402,-0.493435914816318,-0.285753370353474,-0.888882019494816,0.906118492554561,-0.897422442773958,-0.752743866059286,-0.937768865423102,-1.1421263633165,-1.74664914348302,"flatagr",NA
54,1,-0.857719672370717,0,0,0,"flat2",-0.958960761110198,-0.264954154562906,-0.289923679556988,-0.924435553012388,0.924048898164184,-0.867199061292987,-0.75426067483281,-0.982627719969897,-0.982826106254604,-1.8078450821474,"flatagr",NA
54.5,1,-0.857719672370717,0,0,0,"flat2",-0.965193254390415,-0.382608791114165,-0.288982948011978,-0.968763499481348,0.92315370771757,-0.875984879524685,-0.788507392206595,-1.0002128153422,-1.1064394536003,-1.88036361810469,"flatagr",NA
55,1,-0.857719672370717,0,0,0,"flat2",-0.964326413129984,-0.395946158820381,-0.27806755939124,-0.932724776699839,0.907942660757782,-0.900678035372475,-0.759715331770122,-0.988573202186543,-0.879500541219132,-1.89546041349779,"flatagr",NA
55.5,1,-0.857719672370717,0,0,0,"flat2",-0.960595693500258,-0.26558931811984,-0.275084116925871,-0.923218771698706,0.89421868860842,-0.899399682047315,-0.760961006347198,-0.984448327111507,-0.826257963461852,-1.91972312127015,"flatagr",NA
56,1,-0.857719672370717,0,0,0,"flat2",-0.952805083128788,-0.449613135210181,-0.275974811153702,-0.890563212785105,0.849687577156731,-0.885907817861592,-0.725997461067983,-0.900759562161147,-0.458907926594494,-1.9825365741185,"flatagr",NA
56.5,1,-0.857719672370717,0,0,0,"flat2",-0.944235395740073,-0.240184757394219,-0.274214374155153,-0.965683464658787,0.796039003419929,-0.882672239228384,-0.753432577772793,-0.843152112882693,-0.80638840081341,-2.08659662868367,"flatagr",NA
57,1,-0.857719672370717,0,0,0,"flat2",-0.939802426419939,0.382543342745492,-0.273858038026278,-0.995551698686276,0.753830184750037,-0.841610162937073,-0.748063465024346,-0.834603058394332,-0.159429016641684,-2.122990688846,"flatagr",NA
57.5,0,-0.857719672370717,0,0,0,"flat2",-0.91547596402756,0.471935411205512,-0.284510576187984,-1.12003244848628,0.671694966834548,-0.775555888321757,-0.756800311328918,-0.768180291771737,0.0650123321157271,-2.1534538659945,"flatagr",NA
58,0,-0.857719672370717,0,0,0,"flat2",-0.870839025095609,-0.0839470214071208,-0.294341913609507,-0.883031050080252,0.599474916598034,-0.730688408851983,-0.605365267457131,-0.647926674410149,0.287042063564432,-2.17394237466922,"flatagr",NA
58.5,0,-0.857719672370717,0,0,0,"flat2",-0.967552383330908,-0.91912033572441,-0.267402738946133,-0.755420485270743,0.70268542395213,-0.865536723699589,-0.534562486723691,-0.572348735194774,-0.287132208170988,-2.25454847855401,"flatagr",NA
59,0,-0.857719672370717,0,0,0,"flat2",-0.96969206514977,-1.31765353423207,-0.281019220337611,-0.859305033072703,0.962431737147774,-0.884247584888614,-0.771720328630075,-1.01356173519108,-1.08716773172678,-2.15561055090816,"flatagr",NA
59.5,0,-0.857719672370717,0,0,0,"flat2",-0.966718462790088,-1.02899479030469,-0.280667738575328,-0.871919466491399,0.935998083563393,-0.883545249542099,-0.7918855777353,-0.969568503119421,-0.97670381060657,-1.92942820338162,"flatagr",NA
60,0,-0.857719672370717,0,0,0,"flat2",-0.953331767389585,-0.958497275286122,-0.291922700087763,-0.90179001587642,0.913370050645191,-0.8592179736392,-0.804322229492357,-0.912192505134821,-0.971537040508847,-1.71807306588334,"flatagr",NA
60.5,0,-0.857719672370717,0,0,0,"flat2",-0.974059192171537,0.230910123371757,-0.273359425073438,-0.862193380663776,0.924840214291094,-0.94050436973382,-0.879265572662207,-0.94464095739672,-0.463591754657973,-1.42961643723559,"flatagr",NA
61,0,-0.857719672370717,0,0,0,"flat2",-0.968375330871288,-0.558693749664588,-0.288290992261088,-0.899944554062262,0.944286175680784,-0.869564382249541,-0.862567794386509,-0.965119971704379,-1.13016918049444,-1.1524824048833,"flatagr",NA
61.5,0,-0.857719672370717,0,0,0,"flat2",-0.960628614219869,-0.561869415022203,-0.286077041855672,-0.849163828011725,0.934945587198515,-0.886473501981932,-0.799687338891529,-0.955662115530785,-0.991765823344221,-0.904733207222682,"flatagr",NA
62,0,-0.857719672370717,0,0,0,"flat2",-0.963700966710354,-0.641734792263499,-0.281424966886239,-0.87218786517376,0.941118268832232,-0.892486935847466,-0.839468896416625,-0.990084206345965,-0.876909479112466,-0.725997931786559,"flatagr",NA
62.5,0,-0.857719672370717,0,0,0,"flat2",-0.962603691581532,-0.897843957051216,-0.290567761604512,-0.781902143324488,0.922036820536911,-0.853068378860968,-0.7523712975902,-0.928235378583379,-1.04759786167841,-0.663723649667887,"flatagr",NA
63,0,-0.857719672370717,0,0,0,"flat2",-0.955076422910888,-0.664916356753377,-0.281755155396029,-0.742316292803508,0.90887659831823,-0.873044010831649,-0.696707254218806,-0.918380488232003,-1.07029474880568,-0.670732876136019,"flatagr",NA
63.5,0,-0.857719672370717,0,0,0,"flat2",-0.967310988490107,-1.13013654621918,-0.27389516289186,-0.745746190335291,0.930183893952136,-0.88751941517847,-0.684651887336014,-0.96637007688505,-1.2580569960808,-0.60144936854668,"flatagr",NA
64,0,-0.857719672370717,0,0,0,"flat2",-0.96845214531095,-0.751291741278842,-0.272914682779257,-0.776701301932809,0.934775892599917,-0.908269805523715,-0.710464132814921,-0.980419519074083,-1.01128432038389,-0.579343346685451,"flatagr",NA
64.5,0,-0.857719672370717,0,0,0,"flat2",-0.961451560901104,-0.553771727486287,-0.280413913258721,-0.832118165858991,0.923185913954724,-0.886488386293381,-0.76193762940871,-0.963412435090568,-0.936248999860863,-0.514373208923434,"flatagr",NA
65,0,-0.857719672370717,0,0,0,"flat2",-0.952574649260397,-0.658247672900269,-0.282683605202766,-0.856552743201883,0.92470218446635,-0.868385898037808,-0.810514271166777,-0.963703049948069,-1.02850017025683,-0.470700335930657,"flatagr",NA
65.5,0,-0.857719672370717,0,0,0,"flat2",-0.954889884480838,-0.425002567037493,-0.282374354521885,-0.832922265157772,0.914083136154343,-0.866241249686432,-0.750122580758928,-0.937914494684473,-1.09047588245742,-0.432958346949183,"flatagr",NA
66,0,-0.857719672370717,0,0,0,"flat2",-0.949151166769838,-0.650467643356351,-0.292224158706201,-0.759064675235187,0.887699188901014,-0.837215867467037,-0.651256947875247,-0.880918098277305,-1.14867829503571,-0.386320031950755,"flatagr",NA
66.5,0,-0.857719672370717,0,0,0,"flat2",-0.961210166060303,-1.03740998340554,-0.288744865452565,-0.702691629578629,0.868720553657328,-0.850280903735574,-0.620050018954828,-0.85225745505786,-1.27701475934931,-0.37984997720977,"flatagr",NA
67,0,-0.857719672370717,0,0,0,"flat2",-0.936894665499479,-0.732079529845392,-0.290023495255452,-0.685224998868248,0.899805333681978,-0.838273585462311,-0.554079520688136,-0.914010698531766,-0.976835466638027,-0.35666561289171,"flatagr",NA
67.5,0,-0.857719672370717,0,0,0,"flat2",-0.924166337238218,-0.752085581404716,-0.292788632412385,-0.671281489295555,0.895561387644211,-0.809711999649317,-0.503584652700412,-0.905603840423481,-0.984976159959495,-0.314340667720605,"flatagr",NA
68,0,-0.857719672370717,0,0,0,"flat2",-0.929444200099611,-0.845447155348226,-0.286900203967107,-0.738630791986251,0.90189650826829,-0.819188850211591,-0.66426475558041,-0.925979975569697,-0.858815204858242,-0.274172408460628,"flatagr",NA
68.5,0,-0.857719672370717,0,0,0,"flat2",-0.936038798098633,-0.969452970187656,-0.274584323225357,-0.727439206701609,0.881463156061056,-0.8684343530521,-0.648877523534479,-0.907551517811934,-1.00120381454429,-0.24775301577461,"flatagr",NA
69,0,-0.857719672370717,0,0,0,"flat2",-0.928500555568403,-0.972628483118211,-0.284102418537342,-0.741056921097325,0.865655979665176,-0.825870452316101,-0.68532937571365,-0.867838874165503,-1.17066770271758,-0.2040801437793,"flatagr",NA
69.5,0,-0.857719672370717,0,0,0,"flat2",-0.932384881739683,-0.729221522479775,-0.280133757705084,-0.670346328574355,0.846083142594747,-0.843643796862249,-0.596605087413036,-0.843118642290024,-1.12969478974755,-0.146388817850257,"flatagr",NA
70,0,-0.857719672370717,0,0,0,"flat2",-0.916847542688763,-1.04900084186401,-0.279661330530303,-0.649933649125978,0.843015558066642,-0.83222128493492,-0.595558385996624,-0.847652191155994,-1.00596420013826,-0.0811490937259323,"flatagr",NA
70.5,0,-0.857719672370717,0,0,0,"flat2",-0.882887051385634,0.876025947875472,-0.287297915326114,-0.649481118589337,0.82268943725158,-0.836491055118508,-0.566460402879323,-0.793137607011954,-0.580682460647573,-0.0107872436797617,"flatagr",NA
71,0,-0.857719672370717,0,0,0,"flat2",-0.888252691377389,-0.388165976849401,-0.294479274467393,-0.717764485252927,0.825993251388733,-0.809228238022221,-0.704927094278233,-0.810344817247468,-1.00318761770559,0.0377381708674859,"flatagr",NA
71.5,0,-0.857719672370717,0,0,0,"flat2",-0.877993228075039,-0.44326210934907,-0.295292948077435,-0.713349768673922,0.810843974562347,-0.792472239461097,-0.659377899160891,-0.777806359129001,-0.83274658333021,0.0698188612025001,"flatagr",NA
72,0,-0.857719672370717,0,0,0,"flat2",-0.863245914985743,-0.616330231537877,-0.297421032614942,-0.703848150666009,0.784568666505772,-0.781327004105876,-0.657909223456666,-0.733848635923287,-0.85424465196629,0.0779064301274627,"flatagr",NA
72.5,0,-0.857719672370717,0,0,0,"flat2",-0.868896856425526,-0.499151929547554,-0.301810063059706,-0.634360798085627,0.756087155399177,-0.793725064944832,-0.634815686461649,-0.676804286455468,-0.910506377796908,0.0970470099830409,"flatagr",NA
73,0,-0.857719672370717,0,0,0,"flat2",-0.851285676994966,-0.858784523054441,-0.308138055626425,-0.620804196942671,0.749055756286816,-0.75109476544169,-0.555598489278871,-0.661895765721269,-1.27698830472237,0.114030904924958,"flatagr",NA
73.5,0,-0.857719672370717,0,0,0,"flat2",-0.830953264764254,-0.732873522398326,-0.303715806159609,-0.603145635278955,0.738834120379359,-0.748905618991801,-0.587514532471819,-0.661665011731427,-1.13141600814615,0.182775241784616,"flatagr",NA
74,0,-0.857719672370717,0,0,0,"flat2",-0.809479695712699,-0.602357852701787,-0.310325179728151,-0.555796269091276,0.728653722316925,-0.714235002521953,-0.493962319907046,-0.647337452518377,-0.887908873672456,0.257989634382724,"flatagr",NA
74.5,0,-0.857719672370717,0,0,0,"flat2",-0.812639836502431,-0.889587592946361,-0.310357628484062,-0.54964850739935,0.708976491122023,-0.71163592533218,-0.465151785319775,-0.616092332429443,-0.865142026141877,0.302740848834864,"flatagr",NA
75,0,-0.857719672370717,0,0,0,"flat2",-0.807219316903009,-0.552183894807479,-0.310488645685123,-0.412024264984524,0.687883658272458,-0.697720157906152,-0.273899778347879,-0.579487680050652,-0.625451814610319,0.34587455109796,"flatagr",NA
75.5,0,-0.857719672370717,0,0,0,"flat2",-0.785515326011093,-0.169210907814714,-0.309722317004096,-0.378603663197884,0.6162530233271,-0.696549254915661,-0.285397063890332,-0.47111741041697,-0.916931413995144,0.398443749110223,"flatagr",NA
76,1,-0.851554202100891,0,0,0,"flat2",-0.741339994539802,-0.518681646545941,-0.335194713047991,-0.319153019937219,0.589114557792811,-0.58398746819937,-0.208719271794675,-0.426687397838739,-0.726788676391142,0.458291759952927,"flatagr",NA
76.5,1,-0.734410266974184,0,0,0,"flat2",-0.650664878609655,-0.192233795735654,-0.319366401254654,-0.26906287973592,0.54104342425345,-0.625420880965083,-0.222791406567427,-0.381646171472913,-0.441123496923858,0.459100517044917,"flatagr",NA
77,1,-0.614183596712565,0,0,0,"flat2",-0.580651717172893,-0.139043001479729,-0.324373838754004,-0.176047716938844,0.514190028317979,-0.592473521387624,-0.140123554274845,-0.343344924789452,-0.558635706445892,0.436994495183687,"flatagr",NA
77.5,1,-0.527867012934992,0,0,0,"flat2",-0.528794265588244,-0.156508703665433,-0.339795423858215,-0.039911944764975,0.484172775679446,-0.51275005254582,0.0155396017667713,-0.287014024605428,-0.461520763628738,0.47150145679467,"flatagr",NA
78,1,-0.456964104831985,0,0,0,"flat2",-0.508448523722249,-0.212716181855913,-0.334890498261391,-0.0270795021554758,0.460482175178962,-0.521175708289194,0.0835658217695688,-0.238054915179163,-0.556485013598389,0.462874716142558,"flatagr",NA
78.5,1,-0.413805812943199,0,0,0,"flat2",-0.442584657378297,-0.202871832645191,-0.352006079049276,0.15737869567425,0.367478770857317,-0.430021372119643,0.234818438223263,-0.098304463032927,-0.478364044784586,0.452900047668774,"flatagr",NA
79,1,-0.370647521054412,0,0,0,"flat2",-0.37195864974305,-0.208905505368423,-0.367091039315078,0.235193536271828,0.290137105888849,-0.401978996737915,0.293748202355675,0.018038995251148,-0.461834039012329,0.452630462303933,"flatagr",NA
79.5,1,-0.352151110244932,0,0,0,"flat2",-0.331153427235905,0.174067481624342,-0.363793154367881,0.367306131011495,0.186761322276693,-0.357491908771546,0.515476580075999,0.151121933693696,-0.52322340765852,0.440768694281329,"flatagr",NA
80,1,-0.278165467007012,0,0,0,"flat2",-0.243742929287123,0.045457150171548,-0.390713338400265,0.377244315775167,0.10919300077034,-0.250429526755327,0.514081569565972,0.269230590269658,-0.153080809793205,0.322959772144741,"flatagr",NA
80.5,1,-0.173352472419959,0,0,0,"flat2",-0.148622376124033,-0.977709486719572,-0.400585602411415,0.312403885762094,0.0765891129663645,-0.205793415032653,0.300663937068805,0.281637345118176,0.299937243267031,0.24612786636012,"flatagr",NA
