"time","billboard","tree","lake","house","sign","type","Edge","Hue","Sat","Lum","sdHue","sdSat","sdBright","Entropy","AvePref","scene_type","sky","slope"
81.5,1,-0.483547985097499,0,0,0,"flat2",-1.06038644699143,-0.8773474161905,0.433744535846869,0.476050976147518,0.0094117930706369,0.482453115204016,-0.260532350286196,-1.23948963084645,-0.486704572960047,"F",0.419739237715306,0.205089427059725
82,1,-0.457545103428539,0,0,0,"flat2",-0.312077512574379,-0.836743704980264,0.427979063796124,0.557287120662543,-0.227019163029564,0.555150369569533,-0.339483725103537,-1.37361031655266,-0.536342388903281,"F",0.320567917301396,0.205089427059725
82.5,1,-0.434142509926475,0,0,0,"flat2",-0.239997057548149,-0.850511353476171,0.660072822556573,0.448420660045936,-0.160435001136617,0.88806710706815,-0.199408204668874,-1.32714837893065,-0.644616689886863,"F",0.448658234697394,0.205089427059725
83,1,-0.4185407809251,0,0,0,"flat2",-0.276669569754477,-0.820689335993053,0.513279635543269,0.608528228629653,-0.315957950777058,0.695416449539336,-0.399055969988142,-1.25882559467655,-0.73808672967361,"F",0.39198617448137,0.205089427059725
83.5,1,-0.410739916424412,0,0,0,"flat2",-0.234411909813288,-0.819294108576467,0.68083180623744,0.538123911758487,-0.290415842123291,0.869751856652387,-0.314306700649422,-1.19018909135242,-0.805141322990044,"F",0.153409241878651,0.205089427059725
84,1,-0.410739916424412,0,0,0,"flat2",-0.977978709031247,-0.87331652333435,1.05665823978499,0.256203991429665,-0.0205253312303319,1.28200936466537,0.0130924471770613,-0.951326254067935,-0.826912294706546,"F",-0.379384547941291,0.205089427059725
84.5,1,-0.410739916424412,0,0,0,"flat2",-0.36856157811285,-1.01685591845841,1.85619010889379,-0.331091238249289,0.805540042671053,2.08861693559306,0.57831720804941,-0.716988044816368,-0.79585237563049,"F",-0.456966969228609,0.205089427059725
85,1,-0.402939051923724,0,0,0,"flat2",-0.0674887508051752,-1.01329187192665,1.85914518824415,-0.369681832292533,0.838636096240429,2.09228116082301,0.642939734200002,-0.549582330063646,-0.832427608543824,"F",-0.00536808283668172,0.205089427059725
85.5,1,-0.382136746588556,0,0,0,"flat2",-0.809474838290102,-0.892640406959646,0.963235588751353,0.19872181235796,0.114918637124998,1.12750638124127,0.0160176640341815,-1.00177995288896,-0.920962894240282,"F",0.228784031423413,0.205089427059725
86,1,-0.348333000418908,0,0,0,"flat2",-1.16302729513442,-0.863851842107589,0.94033066633124,0.352029169199554,-0.081620457907889,1.14086921050743,-0.0629056898803013,-1.17062815454242,-0.981631335710005,"F",0.249015861974788,0.205089427059725
86.5,1,-0.32753069508374,0,0,0,"flat2",-1.1495385887344,-0.859029979551198,0.892195528509775,0.378234147957994,-0.126354674245223,1.15535791854181,-0.115975333995627,-1.04327718327426,-1.07045690181697,"F",0.216532164674926,0.205089427059725
87,1,-0.32753069508374,0,0,0,"flat2",-1.05364204320865,-0.866794625676097,0.860606053752797,0.371493517339545,-0.109218283531764,1.11761928365871,-0.138140160040006,-1.05165774685235,-1.19063266741051,"F",0.214200297178621,0.205089427059725
87.5,1,-0.32753069508374,0,0,0,"flat2",-0.926025949683765,-0.857891538039036,0.857573650384985,0.356960005986305,-0.0754086895505068,1.01628766795336,-0.146180456500966,-1.02784564252636,-1.24375383968761,"F",-0.0196268916431533,0.205089427059725
88,1,-0.32753069508374,0,0,0,"flat2",-0.673533629249404,-0.937646636789903,1.14001032519458,0.115217181919395,0.363371727686061,1.37992476987243,0.118328255880181,-0.826236265442505,-1.29368193496733,"F",0.257865491124661,0.205089427059725
88.5,1,-0.32753069508374,0,0,0,"flat2",-1.15270001220046,-0.850530216535965,0.615113492594456,0.441865928037382,-0.100500085772286,0.828873229525798,-0.266590265164821,-1.13534234799439,-1.49455543665419,"F",0.395053916713402,0.205089427059725
89,1,-0.32753069508374,0,0,0,"flat2",-0.101315981892046,-0.828673677731801,0.308627075807993,0.598037719640006,-0.223074649561311,0.375941834337054,-0.508857434550541,-1.21450858038384,-1.59150883170077,"F",0.530913945834832,0.205089427059725
89.5,1,-0.32753069508374,0,0,0,"flat2",-0.223873797871228,-0.796938915704234,0.242504734311103,0.705838737668599,-0.388254731551463,0.358680220540121,-0.573964732050039,-1.27291234947004,-1.68439831281456,"F",0.4549370721656,0.205089427059725
90,1,-0.32753069508374,0,0,0,"flat2",-1.31477562150543,-0.809096219138586,0.402670340846448,0.620563804812873,-0.303369321623699,0.527480186798553,-0.461485374016156,-1.08468619282373,-1.73577780692473,"F",0.356587642811127,0.205089427059725
90.5,1,-0.32753069508374,0,0,0,"flat2",-0.736972826413213,-0.815811823694644,0.696577254486186,0.516224443189713,-0.334258965197386,0.884250524055876,-0.317088650911203,-0.885344214509705,-1.76683772707482,"F",0.310084060890156,0.205089427059725
91,1,-0.32753069508374,0,0,0,"flat2",-1.15470228078415,-0.824325371085445,0.532416491526538,0.472687119473378,-0.272770618613375,0.791119875929058,-0.239600200730529,-1.11655859421709,-1.84405210683428,"F",0.589210663383961,0.205089427059725
91.5,1,-0.32753069508374,0,0,0,"flat2",-0.705569319595139,-0.784362551674815,0.0752155540410627,0.761387591837524,-0.526336140313844,0.241710456338879,-0.642668142711003,-1.56766344372124,-1.96625982993122,"F",0.568692134359678,0.205089427059725
92,1,-0.32753069508374,0,0,0,"flat2",-0.606511451768873,-0.783871869312972,0.227452144764589,0.706760301474991,-0.518664348569688,0.436425317975216,-0.538213173438022,-1.46551253571839,-2.01909072179781,"F",0.486484197509786,0.205089427059725
92.5,1,-0.32753069508374,0,0,0,"flat2",-0.402704951546328,-0.805473794760964,0.416459560493138,0.624697434468798,-0.402253124854652,0.599705972268828,-0.440620552463188,-1.40568297479329,-2.07250217341139,"F",0.36926001371453,0.205089427059725
93,1,-0.32753069508374,0,0,0,"flat2",-0.42999860785852,-0.827113238889328,0.564935580475388,0.515459572234555,-0.297535889009696,0.754298325606895,-0.286227177674358,-1.37131490057286,-2.17148752596138,"F",0.518394490328457,0.205089427059725
93.5,1,-0.32753069508374,0,0,0,"flat2",-0.397330531654021,-0.803174151839795,0.308881978771114,0.681156465982259,-0.426597018958334,0.461761130389878,-0.52383125045701,-1.30092048055391,-2.20341828519494,"F",0.412131988709035,0.205089427059725
94,1,-0.32753069508374,0,0,0,"flat2",-0.263813148047672,-0.819865730779244,0.564048918591675,0.571728886717378,-0.307861605583224,0.739224864525974,-0.378201607626343,-1.25390539544609,-2.23912267902481,"F",0.271675123668312,0.205089427059725
94.5,1,-0.32753069508374,0,0,0,"flat2",-1.10685937194255,-0.832643521862843,0.639609475026587,0.42983513348014,-0.133753548783778,0.77913390740844,-0.235704857406784,-1.18790780252458,-2.2771493107686,"F",0.0526706008120669,0.205089427059725
95,1,-0.32753069508374,0,0,0,"flat2",-0.934140236191476,-0.902767054538584,1.24167937557083,0.161599263489864,0.138810116331108,1.52103275438679,0.107232756707181,-1.15264764954218,-2.33027048197167,"F",0.0196421636035416,0.205089427059725
95.5,1,-0.32753069508374,0,0,0,"flat2",-0.987462979429435,-0.884639267413211,1.00816059631797,0.223105748423594,0.0403630729068403,1.18571096145197,-0.0278791234823096,-1.13804543790609,-2.39355144069179,"F",-0.0402218821336379,0.205089427059725
96,1,-0.32753069508374,0,0,0,"flat2",-1.03488433142038,-0.916129314352736,1.28900004689222,0.0965199579467996,0.178465010542368,1.56997676653012,0.170972770359975,-1.01215292637585,-2.4460920532219,"F",0.373895076599236,0.205089427059725
96.5,1,-0.317129542416156,0,0,0,"flat2",-0.164333622205197,-0.808941613737998,0.505445104946647,0.607631690959216,-0.35389375481491,0.698869765297767,-0.444427649401892,-1.21978270252344,-2.53259538248899,"F",0.478685821211827,0.205089427059725
97,1,-0.298927525247884,0,0,0,"flat2",-0.125131971226019,-0.781254410837141,0.408993551824042,0.682429324497057,-0.459789140645599,0.473070508141712,-0.577427259448923,-1.33969253846155,-2.58455543527211,"F",0.382945402969058,0.205089427059725
97.5,1,-0.124708218065853,0,0,0,"flat2",-0.0583206227535928,-0.802269435508612,0.557222411107675,0.583025581286626,-0.308572059363681,0.677669030056229,-0.453840872808052,-1.34431689185839,-2.69195889717222,"F",0.2523416381072,0.205089427059725
98,1,-0.0258972677238058,0,0,0,"flat2",-0.984301555963372,-0.843493647084674,0.797542646440929,0.469677808325308,-0.160953213554774,0.988710909352799,-0.287283118155984,-1.19868302231568,-2.80429711316263,"F",0.28631620212891,0.205089427059725
98.5,1,-0.0284975558907018,0,0,0,"flat2",-0.0864572916015517,-0.8293417472477,0.573897868058588,0.482694925040741,-0.270508322191757,0.690514765352724,-0.349385222471458,-1.2350917897164,-2.86438499488536,"F",0.145983580377311,0.205089427059725
99,1,-0.0492998612258697,0,0,0,"flat2",-0.908848848462974,-0.877268242762037,0.890586863475928,0.368629512580851,-0.00622470502346202,1.04713568269472,-0.207658463311662,-1.00087352811908,-2.90676582097245,"F",0.373159201863509,0.205089427059725
99.5,1,-0.0492998612258697,0,0,0,"flat2",-0.100894425041388,-0.790472896686443,0.416105092994798,0.622599281070589,-0.427225246279324,0.557904913663373,-0.562950279446759,-1.15969585453655,-2.99936502167573,"F",0.506534448091607,0.205089427059725
100,1,-0.0492998612258697,0,0,0,"flat2",-0.36044729160514,-0.78008714123501,0.288742178995247,0.779586253901681,-0.504535023106434,0.346555995998752,-0.766622157759674,-1.31377426290087,-3.03245689932923,"F",0.587022148891797,0.205089427059725
100.5,1,-0.0492998612258697,0,0,0,"flat2",-1.18315509197872,-0.744931222131961,0.378159367023179,0.873036442769454,-0.693401581748983,0.430289200834946,-0.889349625892135,-1.16548853762574,-3.06903213224257,"F",0.584250667525558,0.205089427059725
101,1,-0.0492998612258697,0,0,0,"flat2",-0.171394168334587,-0.758262230155431,0.389974703732196,0.86575099919131,-0.608595238644735,0.437493115112958,-0.903848010750648,-1.34631834416578,-3.12331442293961,"F",0.545985083307856,0.205089427059725
101.5,1,-0.0492998612258697,0,0,0,"flat2",-0.227878233873058,-0.755368009219825,0.378859228283115,0.823366958940184,-0.584285700471717,0.476085112221887,-0.836946402520276,-1.29174375913174,-3.20778579362925,"F",0.491702234803945,0.205089427059725
102,1,-0.0492998612258697,0,0,0,"flat2",-0.0151144346070352,-0.74808656572324,0.432413606059354,0.748950548273335,-0.580237263598409,0.516955718971581,-0.739925388504768,-1.30183061857984,-3.26845423617301,"F",0.418219698885553,0.205089427059725
102.5,1,-0.0492998612258697,0,0,0,"flat2",-1.22657190680228,-0.762544879905921,0.535894888780683,0.71486106388235,-0.477284596827344,0.602975788854795,-0.727953798290874,-1.23083148131666,-3.37992161200591,"F",0.32541323226356,0.205089427059725
103,1,-0.0492998612258697,0,0,0,"flat2",-1.06850073349914,-0.767906253313063,0.581333055611034,0.675095961458592,-0.396691140595154,0.662108118083617,-0.728818603134782,-1.11981606815076,-3.4196899208426,"F",0.231593739755065,0.205089427059725
103.5,1,-0.0492998612258697,0,0,0,"flat2",-0.838770662020433,-0.764271082550733,0.665263591737862,0.586175141996601,-0.373085567560184,0.791734977141652,-0.679643523984784,-0.995479505744019,-3.43275250494653,"F",0.0992410742709779,0.205089427059725
104,1,-0.0492998612258697,0,0,0,"flat2",-0.574686388100141,-0.771818590286589,0.728437461931795,0.499525594873288,-0.279641346277664,0.946468935668842,-0.61939026413647,-0.812619325082018,-3.4527817984961,"F",-0.102714048697538,0.205089427059725
104.5,1,-0.0492998612258697,0,0,0,"flat2",-0.304595510759881,-0.791780395992615,0.728492150921174,0.39227499703485,-0.0899678977939496,1.01583414942545,-0.567192916564769,-0.692006498280262,-3.4884861934,"F",-0.418787393799242,0.205089427059725
105,1,-0.0492998612258697,0,0,0,"flat2",-0.0628519289445824,-0.807297922623956,0.749012307933363,0.232827172435191,0.127363935029333,1.14288502794556,-0.465960837594364,-0.398729278521473,-3.5233197481464,"F",-0.406382619189105,0.205089427059725
105.5,1,-0.0492998612258697,0,0,0,"flat2",-0.33125678121331,-0.803926384054929,1.06702907705587,0.190548809558155,0.139662853015575,1.40152899176697,-0.413220049908402,-0.673850095100642,-3.52999617932959,"F",0.0900473948970146,0.205089427059725
106,1,-0.0492998612258697,0,0,0,"flat2",-0.631170554804163,-0.844582000769092,0.75341405652848,0.330503200659818,0.139190107817172,0.803190278747092,-0.357451107465238,-1.09733598318176,-3.53667261051278,"F",-0.031066429725087,0.205089427059725
106.5,1,-0.0492998612258697,0,0,0,"flat2",-0.357391282643129,-0.879808029955444,0.791352188176957,0.226942194865072,0.39568455364174,0.848045220714434,-0.30895694598415,-0.86743073414597,-3.53783372893272,"F",-0.245827714208262,0.205089427059725
107,1,-0.0492998612258697,0,0,0,"flat2",-0.0588474929427529,-0.932396696390888,0.962939656717751,0.0528186485396149,0.726824978331741,1.04597052464478,-0.212502479598283,-0.727048054286281,-3.55321854987655,"F",-0.456565582324088,0.205089427059725
107.5,0,-0.0492998612258697,0,0,0,"flat2",0.15391630632327,-0.953077249966751,1.14837142840491,-0.0574198979308422,0.84645220333464,1.18860687570558,-0.216148553640361,-0.332098228921127,-3.52477114590282,"F",-0.48869567454235,0.205089427059725
108,0,-0.0492998612258697,0,0,0,"flat2",-0.133140944395228,-0.924913744771924,1.24911628910581,-0.0708996283594235,0.639404173725531,1.26342153894988,-0.0451098869011962,-0.578424061598063,-3.47223053337271,"F",-0.0421619175829302,0.205089427059725
108.5,0,-0.0492998612258697,0,0,0,"flat2",-0.611991184999682,-0.888428521798946,1.21725327077437,0.14464507978633,0.267152677316007,1.22399933000704,0.0324597557914016,-1.02678641617565,-3.31925317053619,"F",-0.0571183666243392,0.205089427059725
109,0,-0.0492998612258697,0,0,0,"flat2",-0.542439868746301,-0.89454986585768,1.26624380553882,0.0730768153920234,0.357142336035728,1.28666559006461,0.117555589213376,-1.12623252354274,-2.90879777847586,"F",-0.207963516895082,0.205089427059725
109.5,0,-0.0492998612258697,0,0,0,"flat2",-0.185620573931869,-0.928661266520516,1.46559399899365,-0.0881459556500252,0.597173571735713,1.44368938088449,0.254931276198794,-0.950903249276313,-2.08759671394471,"F",-0.410539841238464,0.205089427059725
110,0,-0.0492998612258697,0,0,0,"flat2",0.216934047801971,-0.976153677197647,1.43404910389979,-0.304006147909644,1.02622448285414,1.33566909401459,0.395359441641809,-0.768758005365549,-1.46436635558756,"F",-0.656446871696679,0.205089427059725
110.5,0,-0.0492998612258697,0,0,0,"flat2",1.27464092504251,1.45559562358799,1.60959676539016,-0.536773430016961,1.6086559089449,1.42394497569069,0.505216558830716,-0.500088883634865,-1.05565264062014,"F",-0.850011089100276,0.205089427059725
111,0,-0.0492998612258697,0,0,0,"flat2",0.988848243710442,1.39022443192457,1.60796334483542,-0.696574802537269,2.0719449331002,1.42740023044134,0.576515843445426,-0.509349200737006,-0.682353041220142,"F",-0.880554750950845,0.205089427059725
111.5,0,-0.0492998612258697,0,0,0,"flat2",1.00644680061634,1.34940353185636,1.976884220899,-0.741869373799842,2.2519840120459,1.91240105857431,0.597084450974963,-0.548242045246727,-0.286411629946141,"F",-1.21280782305792,0.205089427059725
112,0,0.221130108131313,0,0,0,"flat2",0.875353141278789,1.26205645509121,2.22840509659085,-1.09205708419316,1.05379397688097,2.25052728058453,0.719861344866631,-0.273566520290695,0.0822434957740806,"F",-1.1671643591618,0.205089427059725
112.5,0,1.18063644171593,0,0,0,"flat2",1.1758990983973,1.30906312538748,2.30233573374988,-1.10426227049778,1.40558172310303,2.38640774208394,0.981882715645201,-0.357602031424872,0.372232842904389,"F",-0.982277745796028,0.205089427059725
113,0,1.33405344356279,0,0,0,"flat2",0.870927148426301,1.32155686741084,2.14283921667161,-0.978744451022739,1.50255859259102,2.3048326355844,1.01568307565879,-0.464669144536998,0.62390527895443,"F",-1.01895689964604,0.205089427059725
113.5,0,1.33405344356279,0,0,0,"flat2",0.920877639190092,1.34048633557094,2.28129097667546,-1.05168548927463,1.43416579901153,2.39813320993817,1.19241178563177,-0.329806453245402,0.924925252685262,"F",-0.865636521339472,0.205089427059725
114,0,1.33405344356279,0,0,0,"flat2",0.601468454613702,1.40660175158049,1.99389170757533,-0.839552127261004,1.76903252371677,2.07825399169344,1.04777698214734,-0.438799137657394,1.09822218948187,"F",-0.602058897154039,0.205089427059725
114.5,0,1.33405344356279,0,0,0,"flat2",0.42548258205806,1.46026297929729,1.39544429916978,-0.512415208091019,1.48328098200479,1.45563266219768,0.628367356644882,-0.610330790548114,1.21694655731898,"F",-0.714542899561235,0.205089427059725
115,0,1.33405344356279,0,0,0,"flat2",0.407567882805555,1.44962548284724,1.45256825539165,-0.648379280715292,1.93863428844795,1.44107400355017,0.812419057154129,-0.615397014119978,1.29096786115508,"F",-0.407711015656417,0.205089427059725
115.5,0,1.33405344356279,0,0,0,"flat2",-0.0384036549173976,-0.992522428660253,1.51088274505049,-0.364992708418887,1.42814993976392,1.5160003644976,0.597480489464822,-0.933793568477124,1.37950314792558,"F",-0.521657212677559,0.205089427059725
116,0,1.33405344356279,0,0,0,"flat2",0.322947047253574,1.45295069729888,1.25082713230557,-0.4571667879542,2.03560739382249,1.23407183637561,0.644364519274446,-0.771745578839169,1.502001150359,"F",-0.596993775256907,0.205089427059725
116.5,0,1.33405344356279,0,0,0,"flat2",0.508311876868904,1.36660124539219,1.54860325495854,-0.559201715458531,2.56258802660226,1.55955095227682,0.748136333098081,-0.673228890707727,1.56528210907912,"F",-0.940017402248126,0.205089427059725
117,0,1.33405344356279,0,0,0,"flat2",0.900117658818131,1.287215110666,1.73989675920796,-0.916441464162015,1.29914890422217,1.78617125512177,0.988310204827653,-0.460777954944928,1.59401979238933,"F",-0.934397985584822,0.205089427059725
117.5,0,1.33405344356279,0,0,0,"flat2",0.958182436089633,1.27593717464973,1.51867042754981,-0.858959852693394,1.43536187890923,1.59814080474284,0.863728492366545,-0.440236091150048,1.59634202922921,"F",-0.928272048442891,0.205089427059725
118,0,1.33405344356279,0,0,0,"flat2",0.926884343775612,1.19094818263191,1.42966402336456,-0.83478809698043,0.96309402791093,1.38822715261961,0.830547608354663,-0.422779235500367,1.60650181567224,"F",-0.972529771655892,0.205089427059725
118.5,0,1.33405344356279,0,0,0,"flat2",0.996435660028993,1.26259866185697,1.31613540181268,-0.846712801361338,1.30612659812022,1.24029770535256,0.832457845841623,-0.413294518091411,1.63582005872943,"F",-0.681084403340285,0.205089427059725
119,0,1.33405344356279,0,0,0,"flat2",0.659744060893309,1.40402862270592,1.07640673466391,-0.616643697911867,2.45636849774908,0.951983693939822,0.705240271263316,-0.563252682220179,1.63378810122602,"F",-0.865349822866565,0.205089427059725
119.5,0,1.33405344356279,0,0,0,"flat2",0.435704551653513,1.27788967837703,1.14432069534306,-0.81095107228589,1.16531324604997,1.0278709136664,0.817074321525673,-0.551836086812228,1.69561766111568,"F",-1.03231735592687,0.205089427059725
120,0,1.33405344356279,0,0,0,"flat2",0.633504246124989,1.30079050433861,1.12408547339006,-0.903366864734308,1.55898461542315,0.951184917282747,0.788732053938921,-0.61730412127236,1.74960967140222,"F",-1.06953168729266,0.205089427059725
0.5,0,1.33405344356279,0,0,0,"hill0",1.32364298876649,1.17345998544624,2.11326366764705,-1.64865000948197,0.378731845239773,2.24183865646362,2.037331274754,0.719951317038572,-0.624587337265392,"H",-1.13698385725034,0.208811793000016
1,0,1.33405344356279,0,0,0,"hill0",0.819712088276084,1.20872023812912,1.71796765799779,-1.47963196689214,0.517055611512523,1.84034114507453,1.8818542791125,0.653099339645914,-0.624587395263261,"H",-1.08770879396313,0.216256505508712
1.5,0,1.33405344356279,0,0,0,"hill0",0.842052780381078,1.22038609024592,1.45663841808543,-1.347047213826,0.549488386827143,1.52537956363419,1.63393243315333,0.668805048545006,-0.625167955010251,"H",-1.07226494169348,0.223701218017408
2,0,1.33405344356279,0,0,0,"hill0",0.710221421846261,1.24898694963125,1.59787951380276,-1.31397582016579,0.70487589846808,1.70151579507873,1.58954829597569,0.639018964503541,-0.442582069780057,"H",-1.12323156892249,0.231145930526104
2.5,0,1.33405344356279,0,0,0,"hill0",0.974937980459766,1.21814795583371,1.0971290782013,-1.34797761848042,0.567532480793946,0.928793493927095,1.48776280417386,0.618571566234438,0.0218653336408356,"H",-1.34648889254469,0.238590662406686
3,0,1.33405344356279,0,0,0,"hill0",1.21984288457558,1.15063252143597,1.34344843430638,-1.58812927910335,0.183978163533481,1.19353887867957,1.55578568634512,0.666979228142253,0.394584374367879,"H",-1.57562366673058,0.246035374915383
3.5,0,1.33405344356279,0,0,0,"hill0",1.52660637528772,1.0439093253079,1.67019172179818,-1.80403809602712,-0.236001426925724,1.60792672218612,1.58590407053484,0.773816692052221,0.501407276521005,"H",-1.66660477879952,0.253480087424079
4,0,1.33405344356279,0,0,0,"hill0",1.67139957003339,0.994388324424856,1.86616071547233,-1.94786417656172,-0.416495020379201,1.8243060026117,1.66323378424673,0.638678435578911,0.607359340664696,"H",-1.66039283286925,0.260924799932775
4.5,0,1.33405344356279,0,0,0,"hill0",1.19044164634119,1.0402750844455,2.76922692893687,-2.1201028850478,-0.244459135770373,2.75123268238614,2.12555824948065,0.655131519329512,0.678477848987954,"H",-1.64553194747369,0.268369531813357
5,0,1.33405344356279,0,0,0,"hill0",0.981050099549337,1.09337285241445,2.7976553406567,-2.15837042693607,-0.121123228204828,2.83060306659981,2.32063889951862,0.698913062402444,0.747854680218312,"H",-1.51690644502653,0.275814244322053
5.5,0,1.33405344356279,0,0,0,"hill0",0.358565819081582,1.10646440643755,2.27599778275932,-2.00637849884053,0.0526264639697969,2.39938791417409,2.28615256250644,0.736582494823314,0.750467196394679,"H",-1.4127082296809,0.28325895683075
6,0,1.33405344356279,0,0,0,"hill0",1.11435675531313,1.09163390020579,1.47471083598416,-1.78772428900243,0.0637520794709327,1.54256488102528,2.04234302727856,0.822198802527179,0.760917263248213,"H",-1.30749698844877,0.290703669339446
6.5,0,1.33405344356279,0,0,0,"hill0",0.564901356911427,1.20957666682345,1.41567419523383,-1.74199381577182,0.48329405159021,1.61096571056235,2.20575577611672,0.804380312943517,0.75946586549179,"H",-1.18341098524048,0.298148401220028
7,0,1.33405344356279,0,0,0,"hill0",0.813599969186513,1.28056531163084,1.02926517101558,-1.50556545937573,0.809107668805753,1.22863863329239,1.89148738877024,0.861213382014791,0.798363335245014,"H",-1.17741884624518,0.305593113728724
7.5,0,1.33405344356279,0,0,0,"hill0",0.40535488637931,1.27658269011843,0.896356329943388,-1.45592015887783,0.690444570795451,1.04404346016855,1.71629097462745,0.78400057764079,0.79226746273478,"H",-1.40078129590611,0.31303782623742
8,0,1.33665373172969,0,0,0,"hill0",0.601784596960309,1.21769379191373,1.35142158595724,-1.7426815443079,0.387374746129539,1.52384000381451,1.91380180557206,0.748933382659534,0.843066397097959,"H",-1.50338351849116,0.320482538746117
8.5,0,1.33405344356279,0,0,0,"hill0",0.350346118069819,1.17800323289608,1.36517796262203,-1.82527487939586,0.372246461753506,1.57572722987005,2.01741643964373,0.867307856524405,0.885447223185049,"H",-1.44397820387431,0.327927270626699
9,0,1.33405344356279,0,0,0,"hill0",1.04754530567516,1.12449225594593,1.337675713129,-1.84269671643992,0.0876184801617414,1.29186214796144,2.02133104733819,0.742410428311798,0.928989166618051,"H",-1.42320164094965,0.335371983135395
9.5,0,1.33405344356279,0,0,0,"hill0",0.485549627913252,1.11074806993792,1.52436863559558,-1.76038597888717,0.127129999321262,1.44400006031914,1.88219889729972,0.862423064540007,0.94756706348523,"H",-1.57394166518167,0.342816695644091
10,0,1.33405344356279,0,0,0,"hill0",0.723288672561171,1.0355541029174,1.95854649482817,-1.87676834713391,-0.181349171737953,1.98116809323221,1.85351697356063,0.841671226693406,0.950179579661595,"H",-1.46081735921996,0.350261408152787
10.5,0,1.33405344356279,0,0,0,"hill0",1.47149219247417,1.10817138439482,2.57481531395847,-1.9264839272136,0.167537844708553,2.88022837009912,2.35882890909541,0.91008893607079,0.952792096911996,"H",-1.30745876148336,0.357706140033369
11,0,1.33405344356279,0,0,0,"hill0",0.937633183560225,1.09508110242714,1.68484033280458,-1.70912013718569,0.1586463926043,2.0581783713747,2.09944631927809,0.698350044513013,0.945535105981818,"H",-1.31687224779229,0.365150852542066
11.5,0,1.33405344356279,0,0,0,"hill0",0.601995425968413,1.11803311182932,1.31997448010228,-1.62204550695311,0.165151507754272,1.40054680407344,1.77283988084754,0.612811029437584,0.988496490741864,"H",-1.21860882722615,0.372595565050762
12,0,1.33405344356279,0,0,0,"hill0",1.12921544560363,1.2544169746889,1.9116678229764,-1.60652847705691,0.659043326093621,2.06150891367144,2.05046923504932,0.715038135789093,0.983271457315096,"H",-1.09348112602346,0.380040277559458
12.5,0,1.33405344356279,0,0,0,"hill0",0.488500323536761,1.26370101252228,2.42818062145542,-1.54015142446385,0.87323052393499,2.68141844503812,2.23959091902188,0.785074700786902,0.981820059558675,"H",-1.05217647168163,0.38748500944004
13,0,1.33405344356279,0,0,0,"hill0",0.266989851904264,1.2382317870618,2.11691717815754,-1.50674727779595,0.86938137482098,2.38088866514848,2.26654260065694,0.712835580391401,0.955114333751886,"H",-1.00941917004798,0.394929721948736
13.5,0,1.33405344356279,0,0,0,"hill0",0.77260687863175,1.18241831788172,1.38515625974666,-1.36450235025096,0.674202497225169,1.41632453063023,1.90645955066508,0.646511950457151,0.942922588731417,"H",-1.01333747544736,0.402374434457433
14,0,1.33405344356279,0,0,0,"hill0",1.06767310251946,1.14497749238701,1.05299363367251,-1.27329001394031,0.612556446260751,1.03386848099922,1.60620103097835,0.568516903830263,0.906927915565072,"H",-1.1096035163484,0.395443018802389
14.5,0,1.33405344356279,0,0,0,"hill0",1.10950920560999,1.0692070843746,0.525718150574004,-1.33992505073488,0.357806796963831,0.424285111437398,1.50807742362385,0.503109605545502,0.856999819211326,"H",-1.11546185719706,0.382175756744243
15,0,1.33665373172969,0,0,0,"hill0",1.10171106144888,1.24476967939622,0.973942302223008,-1.31952986793813,1.06317832635341,0.992576143442499,1.5739661443223,0.738425692388967,0.80358836867178,"H",-0.940609931515088,0.380968946384882
15.5,0,1.33405344356279,0,0,0,"hill0",0.64014323540372,1.3288570654789,1.18689412568017,-1.18995287801166,1.82953987342196,1.35670101941863,1.64926132643819,0.66530707015376,0.612874653427941,"H",-0.794724777102748,0.39182256835242
16,0,1.33405344356279,0,0,0,"hill0",0.0176589549359656,1.40958777748265,1.461484977036,-1.10302102575473,2.23598535893191,1.73818263732497,1.75630818057805,0.483378209126625,0.427385971610869,"H",-0.807397148006151,0.414736642018743
16.5,0,1.33405344356279,0,0,0,"hill0",0.209135802475316,1.39618915540214,0.98172145343724,-1.08731132041182,2.79750052357166,1.11086953423935,1.63441029657133,0.45527672503475,0.336818728411,"H",-0.91773085535122,0.449711148011966
17,0,1.33405344356279,0,0,0,"hill0",0.348133121643575,1.31376470538809,0.704936039948535,-1.20327859880359,2.8030310399596,0.612768110848121,1.61395669149727,0.147299184162424,0.200097024527729,"H",-0.948857484075866,0.496746086332089
17.5,0,1.33665373172969,0,0,0,"hill0",0.0743538494825412,1.32602119735339,0.971890602130023,-1.37855907501406,2.32120256275664,0.970199585693839,1.99734067893163,0.111997882612708,0.0749865048439029,"H",-0.860466273403611,0.555841476350996
18,0,1.33405344356279,0,0,0,"hill0",-0.302698656680244,1.42237814168755,1.70319482556287,-1.42299448440924,0.66970333915933,1.99679360890003,2.39199952850573,0.0537405755798229,-0.0385128284924107,"H",-0.623886720465992,0.626997318068688
18.5,0,1.33405344356279,0,0,0,"hill0",-0.252853479254954,1.45320329587187,1.64794489186073,-1.13164879247495,0.452395051756273,1.81843003359378,2.19377795903553,0.198636495667525,-0.172622016199314,"H",-0.48210145142258,0.71021359211328
